OCCURRENCES,ARRIVAL_AIRPORT_IATA,DEPARTURE_AIRPORT_IATA,DEPARTURE_DATE,ARRIVAL_AIRPORT_DESCRIPTION,DEPARTURE_AIRPORT_DESCRIPTION,ARRIVAL_CITY,DEPARTURE_CITY,ARRIVAL_COUNTRY_CODE,DEPARTURE_COUNTRY_CODE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY,ALARM_REASON,OPERATOR_NOTES,RISK_FLAG,DEPARTURE_COUNTRY_FULL,ARRIVAL_COUNTRY_CODE_FULL,ZONE_3,ARRIVAL_COUNTRY_PERCENTAGE,TOTAL_FLIGHTS
Voli investigati (SDI/NSIS - INTERPOL - TSC),VCE,BRS,2024-01-15 11:40:00,Venezia Marco Polo,Bristol,Venezia,Bristol,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori investigati,TSF,AMM,2024-01-25 14:50:00,Treviso-Sant'Angelo,Queen Alia International,Treviso,Amman,ITA,JOR,Italia,Giordania,No information provided,No information provided,LOW,Giordania,ITA,4,Italia,58.0
"Voli solo visualizzati, ma NON investigati",FCO,JFK,2024-01-19 17:50:00,Fiumicino,John F Kennedy International,Roma,New York,ITA,,Italia,Stati Uniti,Manuale,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",MXP,DXB,2024-02-11 00:00:00,Malpensa,Dubai International,Milano,Dubai,ITA,,Italia,Emirati Arabi Uniti,NSIS,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BLQ,LHR,2024-02-22 14:35:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Voli con Allarmi,VCE,CMN,2024-01-16 12:55:00,Venezia Marco Polo,Mohamed V,Venezia,Casablanca,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,4,Italia,1.0
Voli disponibili in ingresso al Sistema,BGY,TBS,2024-01-05 11:45:00,Orio Al Serio,Tbilisi International,Bergamo,Tbilisi,ITA,GEO,Italia,Georgia,No information provided,No information provided,LOW,Georgia,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,LIN,LHR,2024-02-28 10:30:00,Linate,Nd,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,142.0
Allarmi Chiusi,BGY,CMN,2024-01-08 13:50:00,Orio Al Serio,Mohamed V,Bergamo,Casablanca,ITA,MAR,Italia,Marocco,INTERPOL,No information provided,LOW,Marocco,ITA,2,Italia,49.0
Allarmi Rilevanti,BGY,TIA,2024-01-04 06:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,LHR,2024-01-24 08:00:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,RAK,2024-02-25 21:10:00,Orio Al Serio,Menara,Bergamo,Marrakech,ITA,MAR,Italia,Marocco,No information provided,No information provided,LOW,Marocco,ITA,2,Italia,1.0
Voli con Allarmi,MXP,IST,2024-01-26 12:35:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),PSA,STN,2024-01-10 12:10:00,Galileo Galilei,Stansted,Pisa,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Viaggiatori investigati,VCE,STN,2024-02-16 11:00:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,172.0
Allarmi Rilevanti,TSF,TIA,2024-01-29 11:50:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,4,Italia,1.0
Voli con Allarmi,MXP,DSS,2024-01-07 21:00:00,Malpensa,Blaise Diagne International,Milano,Dakar,ITA,SEN,Italia,Senegal,TSC,No information provided,LOW,Senegal,ITA,2,Italia,1.0
Voli con Allarmi,PMO,IST,2024-02-16 07:55:00,Punta Raisi,Havalimani,Palermo,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,7,Italia,1.0
Voli disponibili in ingresso al Sistema,LIN,LHR,2024-01-22 07:20:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori investigati,FCO,LGW,2024-02-22 09:22:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,5,Italia,155.0
Allarmi Chiusi,BGY,TIA,2024-02-21 20:35:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,2,Italia,20.0
Allarmi Chiusi con Azione (CC.xx),BGY,TIA,2024-01-14 10:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,2,Italia,1.0
Voli con Allarmi,BLQ,IST,2024-01-29 17:35:00,Guglielmo Marconi,Havalimani,Bologna,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,8,Italia,1.0
Viaggiatori con Allarmi,GOA,TIA,,Cristoforo Colombo,Rinas Mother Teresa,Genova,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,1,Italia,20.0
Viaggiatori investigati,MXP,TLV,2024-01-08 06:50:00,Malpensa,Ben Gurion International,Milano,Tel Aviv,ITA,ISR,Italia,Israele,TSC,No information provided,LOW,Israele,ITA,2,Italia,160.0
Viaggiatori con Allarmi,LIN,LHR,2024-01-30 18:30:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,TSC,Verifica richiesta,LOW,Regno Unito,ITA,2,Italia,3.0
Viaggiatori entrati nel Sistema,NAP,LTN,2024-01-21 13:30:00,Napoli Capodichino,London Luton,Napoli,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,6,Italia,176.0
Viaggiatori entrati nel Sistema,BLQ,TIA,2024-01-08 18:00:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,8,Italia,114.0
Voli disponibili in ingresso al Sistema,FCO,CAI,2024-02-03 10:05:00,Fiumicino,Cairo International,Roma,Cairo,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Respinto/a,CIY,TIA,2024-01-11 12:55:00,Comiso,Rinas Mother Teresa,Comiso,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,7,Italia,1.0
Viaggiatori entrati nel Sistema,VCE,IST,2024-01-26 08:10:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,No information provided,No information provided,LOW,Turchia,ITA,4,Italia,130.0
"Voli solo visualizzati, ma NON investigati",MXP,TIA,2024-02-27 06:20:00,Malpensa,Rinas Mother Teresa,Milano,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,VCE,TIA,2024-01-07 07:00:00,Venezia Marco Polo,Rinas Mother Teresa,Venezia,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,SPX,2024-01-25 11:15:00,Fiumicino,Sphinx International,Roma,Giza,ITA,EGY,Italia,Egitto,INTERPOL,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Allarmi Chiusi,FCO,DOH,2024-02-05 15:35:00,Fiumicino,Hamad International,Roma,Unknown,ITA,QAT,Italia,Qatar,NSIS,No information provided,LOW,Qatar,ITA,5,Italia,10.0
Nulla a procedere SDI,FCO,EZE,2024-02-24 13:45:00,Fiumicino,Ezeiza Ministro Pistarini,Roma,Buenos Aires,ITA,ARG,Italia,Argentina,NSIS,No information provided,LOW,Argentina,ITA,5,Italia,5.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,BHX,2024-02-02 06:00:00,Fiumicino,Birmingham International,Roma,Birmingham,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori investigati,FCO,LGW,2024-02-23 09:10:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,174.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,SSH,2024-02-29 15:55:00,Malpensa,Sharm El-Sheikh International,Milano,Sharm El Sheikh,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,
Viaggiatori con Allarmi,MXP,CMN,2024-01-21 00:00:00,Malpensa,Mohamed V,Milano,Casablanca,ITA,MAR,Italia,Marocco,No information provided,No information provided,LOW,Marocco,ITA,2,Italia,47.0
Nulla a procedere SDI,CTA,STN,2024-01-18 16:15:00,Fontanarossa,Stansted,Catania,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,7,Italia,6.0
Voli disponibili in ingresso al Sistema,BLQ,LHR,2024-01-02 08:25:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Voli con Allarmi,FCO,CMN,2024-02-25 13:00:00,Fiumicino,Mohamed V,Roma,Casablanca,ITA,MAR,Italia,Marocco,Manuale,No information provided,LOW,Marocco,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",FCO,SAW,2024-01-24 10:40:00,Fiumicino,Sabiha Gokcen,Roma,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",MXP,CAI,2024-02-28 09:35:00,Malpensa,Cairo International,Milano,Unknown,ITA,EGY,Italia,Egitto,NSIS,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,BGY,TIA,2024-02-25 10:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,2,Italia,177.0
Voli con Allarmi,MXP,IKA,2024-01-03 08:50:00,Malpensa,Imam Khomeini International,Milano,Tehran,ITA,IRN,Italia,Iran,NSIS,No information provided,LOW,Iran,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,GRU,2024-01-26 18:00:00,Fiumicino,Sao Paulo/Guarulhos-Governador Andre Franco Montoro International,Roma,Sao Paulo,ITA,BRA,Italia,Brasile,No information provided,No information provided,LOW,Brasile,ITA,5,Italia,385.0
Viaggiatori investigati,VCE,LGW,2024-01-11 19:55:00,Venezia Marco Polo,London Gatwick,Venezia,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,4,Italia,131.0
"Voli solo visualizzati, ma NON investigati",VCE,BHX,2024-01-19 13:40:00,Venezia Marco Polo,Birmingham International,Venezia,Birmingham,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori investigati,VRN,LGW,2024-02-19 17:20:00,Verona Villafranca,London Gatwick,Verona,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,4,Italia,74.0
Voli disponibili in ingresso al Sistema,CIA,RAK,2024-02-12 05:45:00,Ciampino,Menara,Roma,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,5,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,TIA,2024-02-03 08:20:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,AMM,2024-01-02 12:00:00,Fiumicino,Queen Alia International,Roma,Amman,ITA,JOR,Italia,Giordania,No information provided,No information provided,LOW,Giordania,ITA,5,Italia,98.0
Viaggiatori investigati,CTA,TIA,2024-01-17 13:25:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,7,Italia,58.0
"Voli solo visualizzati, ma NON investigati",FCO,SZX,2024-01-28 01:30:00,Fiumicino,Shenzhen,Roma,Shenzhen,ITA,CHN,Italia,Cina,NSIS,No information provided,LOW,Cina,ITA,5,Italia,1.0
Allarmi generati da SDI/NSIS,BRI,TIA,2024-02-28 11:35:00,Palese,Rinas Mother Teresa,Bari,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,9,Italia,15.0
Viaggiatori investigati,VCE,SKP,2024-02-24 00:00:00,Venezia Marco Polo,Petrovec,Venezia,Skopje,ITA,MKD,Italia,Macedonia,TSC,No information provided,LOW,Macedonia,ITA,4,Italia,153.0
"Voli solo visualizzati, ma NON investigati",FLR,LCY,2024-01-07 16:10:00,Firenze Peretola,London City,Firenze,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,AUH,2024-02-17 14:40:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",BLQ,IST,2024-01-10 00:00:00,Guglielmo Marconi,Havalimani,Bologna,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,8,Italia,1.0
Allarmi generati da SDI/NSIS,BGY,SAW,2024-02-23 10:35:00,Orio Al Serio,Sabiha Gokcen,Bergamo,Istanbul,ITA,,Italia,Turchia,No information provided,No information provided,LOW,Turchia,ITA,2,Italia,10.0
Viaggiatori entrati nel Sistema,FCO,BEG,2024-02-06 06:10:00,Fiumicino,Nikola Tesla,Roma,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,5,Italia,159.0
Viaggiatori investigati,MXP,BAH,2024-01-16 01:40:00,Malpensa,Bahrain International,Milano,Manama,ITA,BHR,Italia,Bahrain,SDI,No information provided,LOW,Bahrain,ITA,2,Italia,158.0
Viaggiatori con Allarmi,BLQ,LHR,2024-01-25 19:40:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,3.0
Allarmi generati da SDI/NSIS,FCO,AUH,2024-01-29 14:40:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,TSC,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,15.0
"Voli solo visualizzati, ma NON investigati",TRN,MAN,2024-02-11 07:15:00,Sandro Pertini,Manchester,Torino,Manchester,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Allarmi Chiusi,LIN,LHR,2024-01-19 12:25:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,2.0
Allarmi generati da SDI/NSIS,BGY,TIA,2024-02-02 12:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,2,Italia,23.0
Errata segnalazione SDI,MXP,MAN,2024-01-21 18:25:00,Malpensa,Manchester,Milano,Manchester,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori con Allarmi,MXP,CAI,2024-01-06 09:35:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,8.0
Viaggiatori con Allarmi,TRS,STN,2024-01-27 18:05:00,Ronchi Dei Legionari,Stansted,Trieste,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,3.0
Voli con Allarmi,CUF,CMN,2024-01-16 07:00:00,Levaldigi,Mohamed V,Cuneo,Casablanca,ITA,MAR,Italia,Marocco,SDI,No information provided,LOW,Marocco,ITA,1,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,MLE,2024-01-13 12:10:00,Malpensa,Male International,Milano,Male,ITA,MDV,Italia,Maldive,No information provided,No information provided,LOW,Maldive,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,LHR,2024-02-25 12:55:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Allarmi Chiusi,TSF,TIA,,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,4,Italia,46.0
Allarmi generati da SDI/NSIS,FCO,ADD,2024-02-25 00:05:00,Fiumicino,Bole International,Roma,Addis Ababa,ITA,ETH,Italia,Etiopia,NSIS,No information provided,LOW,Etiopia,ITA,5,Italia,20.0
Viaggiatori entrati nel Sistema,MXP,TIA,2024-01-07 10:30:00,Malpensa,Rinas Mother Teresa,Milano,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,2,Italia,178.0
Viaggiatori entrati nel Sistema,MXP,LGW,2024-02-06 09:00:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,127.0
Allarmi Chiusi,TRN,LTN,2024-02-17 00:00:00,Sandro Pertini,London Luton,Torino,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Viaggiatori entrati nel Sistema,VCE,LGW,2024-02-17 19:15:00,Venezia Marco Polo,London Gatwick,Venezia,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,4,Italia,104.0
Voli con Allarmi,FCO,GIG,,Fiumicino,Galeao-Antonio Carlos Jobim International,Roma,Rio De Janeiro,ITA,BRA,Italia,Brasile,No information provided,No information provided,LOW,Brasile,ITA,5,Italia,1.0
Viaggiatori con Allarmi,VRN,LGW,2024-01-30 13:10:00,Verona Villafranca,London Gatwick,Verona,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,2.0
Allarmi generati da SDI/NSIS,MXP,DOH,2024-02-21 02:20:00,Malpensa,Hamad International,Milano,Doha,ITA,QAT,Italia,Qatar,NSIS,No information provided,LOW,Qatar,ITA,2,Italia,20.0
Voli con Allarmi,BLQ,TIA,2024-02-11 00:00:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,8,Italia,1.0
Voli con Allarmi,BLQ,SAW,2024-02-25 11:30:00,Guglielmo Marconi,Sabiha Gokcen,Bologna,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,8,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,ZNZ,2024-01-09 00:00:00,Fiumicino,Kisauni,Roma,Zanzibar,ITA,TZA,Italia,Tanzania,SDI,No information provided,LOW,Tanzania,ITA,5,Italia,358.0
"Voli solo visualizzati, ma NON investigati",LIN,LCY,2024-02-01 08:30:00,Linate,London City,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),CTA,TIA,2024-02-16 21:05:00,Fontanarossa,Rinas Mother Teresa,Catania,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,7,Italia,1.0
Voli disponibili in ingresso al Sistema,LIN,LHR,2024-01-10 18:30:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,TSF,TIA,2024-01-07 16:15:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,CMN,2024-02-21 13:00:00,Fiumicino,Mohamed V,Roma,Casablanca,ITA,MAR,Italia,Marocco,SDI,No information provided,LOW,Marocco,ITA,5,Italia,140.0
Allarmi Rilevanti,MXP,PRN,2024-02-15 00:00:00,Malpensa,Prishtina International,Milano,Pristina,ITA,RKS,Italia,Cossovo,Manuale,No information provided,LOW,Cossovo,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",LIN,LCY,2024-02-13 13:45:00,Linate,London City,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori investigati,VCE,STN,2024-01-23 08:45:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,74.0
Viaggiatori con Allarmi,TSF,TIA,2024-02-20 06:50:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,SDI,No information provided,LOW,Albania,ITA,4,Italia,17.0
Voli con Allarmi,FCO,MEX,2024-02-11 20:40:00,Fiumicino,Nd,Roma,Mexico City,ITA,MEX,Italia,Messico,SDI,No information provided,LOW,Messico,ITA,5,Italia,1.0
Voli disponibili in ingresso al Sistema,CIA,STN,2024-02-27 17:00:00,Ciampino,Stansted,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Allarmi Chiusi,FCO,DOH,2024-01-04 15:35:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,TSC,No information provided,LOW,Qatar,ITA,5,Italia,15.0
Voli con Allarmi,MXP,TLV,2024-01-17 06:50:00,Malpensa,Ben Gurion International,Milano,Tel Aviv,ITA,ISR,Italia,Israele,Manuale,No information provided,LOW,Israele,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),CTA,LGW,2024-01-02 07:30:00,Fontanarossa,London Gatwick,Catania,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,7,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,JED,2024-02-01 10:20:00,Fiumicino,King Abdulaziz International,Roma,Jeddah,ITA,,Italia,Arabia Saudita,TSC,No information provided,LOW,Arabia Saudita,ITA,5,Italia,11.0
Allarmi generati da BCS,FCO,PVG,2024-02-16 12:35:00,Fiumicino,Pu Dong,Roma,Shanghai,ITA,CHN,Italia,Cina,No information provided,No information provided,LOW,Cina,ITA,5,Italia,4.0
Allarmi generati da SDI/NSIS,VCE,LGW,2024-01-05 09:30:00,Venezia Marco Polo,London Gatwick,Venezia,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,5.0
Allarmi Chiusi,VCE,CMN,2024-02-18 07:00:00,Venezia Marco Polo,Mohamed V,Venezia,Casablanca,ITA,MAR,Italia,Marocco,No information provided,No information provided,LOW,Marocco,ITA,4,Italia,27.0
Voli con Allarmi,FCO,SPX,2024-01-03 11:05:00,Fiumicino,Sphinx International,Roma,Giza,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,5,Italia,1.0
Voli con Allarmi,MXP,TLV,2024-02-11 18:25:00,Malpensa,Ben Gurion International,Milano,Tel Aviv,ITA,ISR,Italia,Israele,Manuale,No information provided,LOW,Israele,ITA,2,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,DOH,2024-01-18 15:35:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,Manuale,No information provided,LOW,Qatar,ITA,5,Italia,1.0
Allarmi generati da SDI/NSIS,MXP,JFK,2024-01-08 19:40:00,Malpensa,John F Kennedy International,Milano,New York,ITA,,Italia,Stati Uniti,Manuale,No information provided,LOW,Stati Uniti,ITA,2,Italia,7.0
Viaggiatori investigati,MXP,AUH,2024-02-15 03:10:00,Malpensa,Abu Dhabi International,Milano,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,273.0
Voli con Allarmi,MXP,LRM,2024-02-17 19:50:00,Malpensa,Casa De Campo International,Milano,La Romana,ITA,,Italia,Repubblica Dominicana,SDI,No information provided,LOW,Repubblica Dominicana,ITA,2,Italia,1.0
Viaggiatori investigati,VCE,IST,2024-01-17 13:05:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,4,Italia,142.0
Viaggiatori investigati,VCE,STN,2024-02-07 12:20:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,4,Italia,175.0
"Voli solo visualizzati, ma NON investigati",MXP,CAI,2024-01-04 09:35:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Nulla a procedere SDI,BGY,SHJ,2024-01-11 22:10:00,Orio Al Serio,Sharjah,Bergamo,Sharjah,ITA,,Italia,Emirati Arabi Uniti,NSIS,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,47.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),TRN,TIA,2024-02-21 00:00:00,Sandro Pertini,Nan,Torino,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,1,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,NCL,2024-01-23 18:05:00,Orio Al Serio,Newcastle,Bergamo,Newcastle,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,AUH,2024-01-15 14:40:00,Fiumicino,Abu Dhabi International,Roma,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,Manuale,No information provided,LOW,Emirati Arabi Uniti,ITA,5,Italia,270.0
Allarmi Rilevanti,MXP,IST,2024-01-22 16:15:00,Malpensa,Havalimani,Milano,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,KIV,,Fiumicino,Chisinau International Airport,Roma,Chisinau,ITA,MDA,Italia,Moldavia,Manuale,No information provided,MEDIUM,Moldavia,ITA,5,Italia,14.0
Viaggiatori investigati,FLR,LGW,2024-02-13 10:05:00,Firenze Peretola,London Gatwick,Firenze,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,138.0
Allarmi Chiusi,MXP,TIA,2024-02-01 19:50:00,Malpensa,Rinas Mother Teresa,Milano,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,2,Italia,14.0
